# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-O" "-s" "1" "-t" "CDS" "--ignoreDup" "-T" "1" "-G" "../data/reference/YB886.fa" "-a" "../results/bacillus_annotation/YB886.gff" "-g" "ID" "-o" "../results/featureCounts/tmp_counts.txt" "T0" "T10" 
Geneid	Chr	Start	End	Strand	Length	T0	T10
IABCJNHA_02552	manual_scaffold_1	2549030	2550049	+	1020	20	14
IABCJNHA_02553	manual_scaffold_1	2550150	2550284	+	135	1	4
IABCJNHA_02554	manual_scaffold_1	2550394	2551626	+	1233	322	199
IABCJNHA_02555	manual_scaffold_1	2551660	2552571	-	912	78	50
IABCJNHA_02556	manual_scaffold_1	2552628	2554250	-	1623	1070	818
IABCJNHA_02557	manual_scaffold_1	2554431	2554700	+	270	22	19
IABCJNHA_02558	manual_scaffold_1	2554734	2555315	-	582	196	172
IABCJNHA_02559	manual_scaffold_1	2555460	2557367	-	1908	195	61
IABCJNHA_02560	manual_scaffold_1	2557382	2558293	-	912	118	38
IABCJNHA_02561	manual_scaffold_1	2558290	2559045	-	756	93	29
IABCJNHA_02562	manual_scaffold_1	2559325	2560518	-	1194	588	249
IABCJNHA_02563	manual_scaffold_1	2560515	2561207	-	693	300	124
IABCJNHA_02564	manual_scaffold_1	2561208	2562341	-	1134	1242	557
IABCJNHA_02565	manual_scaffold_1	2562346	2563041	-	696	665	426
IABCJNHA_02566	manual_scaffold_1	2563151	2564965	-	1815	8	0
IABCJNHA_02567	manual_scaffold_1	2564977	2566734	-	1758	17	4
IABCJNHA_02568	manual_scaffold_1	2566958	2567191	-	234	33	38
IABCJNHA_02569	manual_scaffold_1	2567184	2567657	-	474	129	111
IABCJNHA_02570	manual_scaffold_1	2567657	2568178	-	522	134	94
IABCJNHA_02571	manual_scaffold_1	2568139	2569431	-	1293	148	100
IABCJNHA_02572	manual_scaffold_1	2569449	2570468	-	1020	113	81
IABCJNHA_02573	manual_scaffold_1	2570519	2571118	-	600	21	19
IABCJNHA_02574	manual_scaffold_1	2571255	2572220	+	966	0	0
IABCJNHA_02575	manual_scaffold_1	2572261	2572836	-	576	224	116
IABCJNHA_02576	manual_scaffold_1	2573302	2573748	-	447	34	27
IABCJNHA_02577	manual_scaffold_1	2573820	2574362	-	543	36	40
IABCJNHA_02578	manual_scaffold_1	2574599	2575402	+	804	10	2
IABCJNHA_02579	manual_scaffold_1	2575439	2575684	-	246	72	50
IABCJNHA_02580	manual_scaffold_1	2575746	2576870	-	1125	270	171
IABCJNHA_02581	manual_scaffold_1	2576940	2577650	-	711	478	232
IABCJNHA_02582	manual_scaffold_1	2577755	2578210	-	456	11	2
IABCJNHA_02583	manual_scaffold_1	2578226	2579119	-	894	13	0
IABCJNHA_02584	manual_scaffold_1	2579109	2579585	-	477	11	0
IABCJNHA_02585	manual_scaffold_1	2579697	2580578	-	882	224	85
IABCJNHA_02586	manual_scaffold_1	2580727	2581170	-	444	59	28
IABCJNHA_02587	manual_scaffold_1	2581308	2581499	-	192	109	44
IABCJNHA_02588	manual_scaffold_1	2581639	2582157	-	519	341	114
IABCJNHA_02589	manual_scaffold_1	2582267	2582506	-	240	107	42
IABCJNHA_02590	manual_scaffold_1	2583152	2584375	-	1224	441	295
IABCJNHA_02591	manual_scaffold_1	2584528	2585076	-	549	98	83
IABCJNHA_02592	manual_scaffold_1	2585172	2585690	-	519	16	7
IABCJNHA_02593	manual_scaffold_1	2585756	2587486	-	1731	55	18
IABCJNHA_02594	manual_scaffold_1	2587787	2588551	-	765	6	2
IABCJNHA_02595	manual_scaffold_1	2588694	2589554	+	861	16	5
IABCJNHA_02596	manual_scaffold_1	2589602	2590105	+	504	6	3
IABCJNHA_02597	manual_scaffold_1	2590181	2591473	+	1293	154	89
IABCJNHA_02598	manual_scaffold_1	2591599	2592063	+	465	68	54
IABCJNHA_02599	manual_scaffold_1	2592107	2593018	-	912	542	136
IABCJNHA_02600	manual_scaffold_1	2593222	2593383	+	162	20	8
IABCJNHA_02601	manual_scaffold_1	2593585	2594766	+	1182	358	188
IABCJNHA_02602	manual_scaffold_1	2594777	2596597	-	1821	234	172
IABCJNHA_02603	manual_scaffold_1	2596761	2598875	-	2115	422	161
IABCJNHA_02604	manual_scaffold_1	2599212	2599985	+	774	34	26
IABCJNHA_02605	manual_scaffold_1	2600024	2600890	-	867	310	166
IABCJNHA_02606	manual_scaffold_1	2601028	2602995	-	1968	1584	326
IABCJNHA_02607	manual_scaffold_1	2603130	2603810	+	681	44	12
IABCJNHA_02608	manual_scaffold_1	2603825	2604853	-	1029	38	83
IABCJNHA_02609	manual_scaffold_1	2604931	2605170	-	240	1	12
IABCJNHA_02610	manual_scaffold_1	2605261	2606973	-	1713	5737	3648
IABCJNHA_02611	manual_scaffold_1	2606973	2607239	-	267	1747	1032
IABCJNHA_02612	manual_scaffold_1	2607337	2609436	-	2100	92	93
IABCJNHA_02613	manual_scaffold_1	2609665	2610510	-	846	224	202
IABCJNHA_02614	manual_scaffold_1	2610473	2610643	-	171	63	58
IABCJNHA_02615	manual_scaffold_1	2610594	2611559	-	966	120	144
IABCJNHA_02616	manual_scaffold_1	2611666	2611791	+	126	1	1
IABCJNHA_02617	manual_scaffold_1	2611841	2612932	-	1092	597	391
IABCJNHA_02618	manual_scaffold_1	2613098	2613301	+	204	8	4
IABCJNHA_02619	manual_scaffold_1	2613339	2615252	-	1914	20	222
IABCJNHA_02620	manual_scaffold_1	2615488	2615985	-	498	28	26
IABCJNHA_02621	manual_scaffold_1	2616036	2617373	-	1338	0	2
IABCJNHA_02622	manual_scaffold_1	2617491	2618117	-	627	0	0
IABCJNHA_02623	manual_scaffold_1	2618416	2618613	-	198	17	11
IABCJNHA_02624	manual_scaffold_1	2618776	2618961	+	186	103	41
IABCJNHA_02625	manual_scaffold_1	2619082	2619372	-	291	10	3
IABCJNHA_02626	manual_scaffold_1	2620287	2620985	-	699	6	4
IABCJNHA_02627	manual_scaffold_1	2621082	2621309	-	228	1	1
IABCJNHA_02628	manual_scaffold_1	2621325	2622443	-	1119	0	0
IABCJNHA_02629	manual_scaffold_1	2623005	2623751	-	747	2	10
IABCJNHA_02630	manual_scaffold_1	2623920	2624276	+	357	18	5
IABCJNHA_02631	manual_scaffold_1	2624835	2625332	-	498	168	84
IABCJNHA_02632	manual_scaffold_1	2625350	2626081	-	732	154	111
IABCJNHA_02633	manual_scaffold_1	2626074	2626514	-	441	28	14
IABCJNHA_02634	manual_scaffold_1	2626516	2627175	-	660	62	34
IABCJNHA_02635	manual_scaffold_1	2627488	2628531	-	1044	0	5
IABCJNHA_02636	manual_scaffold_1	2628896	2630995	+	2100	78	252
IABCJNHA_02637	manual_scaffold_1	2631369	2632190	+	822	880	161
IABCJNHA_02638	manual_scaffold_1	2632162	2632947	+	786	1117	229
IABCJNHA_02639	manual_scaffold_1	2632987	2633424	-	438	106	84
IABCJNHA_02640	manual_scaffold_1	2633635	2635137	+	1503	228	168
IABCJNHA_02641	manual_scaffold_1	2635165	2635596	-	432	9	11
IABCJNHA_02642	manual_scaffold_1	2635682	2635939	-	258	26	6
IABCJNHA_02643	manual_scaffold_1	2636142	2636462	+	321	31	18
IABCJNHA_02644	manual_scaffold_1	2636503	2637039	-	537	51	13
IABCJNHA_02645	manual_scaffold_1	2637054	2637683	-	630	53	25
IABCJNHA_02646	manual_scaffold_1	2637641	2638348	-	708	21	21
IABCJNHA_02647	manual_scaffold_1	2638345	2639562	-	1218	23	24
IABCJNHA_02648	manual_scaffold_1	2639786	2640982	-	1197	40	17
IABCJNHA_02649	manual_scaffold_1	2641077	2641856	+	780	40	10
IABCJNHA_02650	manual_scaffold_1	2642189	2643382	+	1194	7	8
IABCJNHA_02651	manual_scaffold_1	2643390	2644451	+	1062	3	0
IABCJNHA_02652	manual_scaffold_1	2644485	2644610	-	126	1	3
IABCJNHA_02653	manual_scaffold_1	2644700	2645197	-	498	50	39
IABCJNHA_02654	manual_scaffold_1	2645194	2647410	-	2217	281	147
IABCJNHA_02655	manual_scaffold_1	2647663	2648685	+	1023	2	0
IABCJNHA_02656	manual_scaffold_1	2648728	2648904	-	177	0	0
IABCJNHA_02657	manual_scaffold_1	2648907	2649062	-	156	0	0
IABCJNHA_02658	manual_scaffold_1	2649207	2650556	-	1350	38	23
IABCJNHA_02659	manual_scaffold_1	2650730	2651626	-	897	668	364
IABCJNHA_02660	manual_scaffold_1	2651797	2652498	+	702	221	55
IABCJNHA_02661	manual_scaffold_1	2652629	2652823	+	195	0	2
IABCJNHA_02662	manual_scaffold_1	2652834	2653979	-	1146	137	64
IABCJNHA_02663	manual_scaffold_1	2653976	2654731	-	756	59	10
IABCJNHA_02664	manual_scaffold_1	2654995	2655969	-	975	8	20
IABCJNHA_02665	manual_scaffold_1	2656046	2656711	-	666	113	72
IABCJNHA_02666	manual_scaffold_1	2656892	2659294	+	2403	354	60
IABCJNHA_02667	manual_scaffold_1	2659382	2660266	+	885	30	10
IABCJNHA_02668	manual_scaffold_1	2660270	2662105	+	1836	22	20
IABCJNHA_02669	manual_scaffold_1	2662131	2663144	-	1014	4	2
IABCJNHA_02670	manual_scaffold_1	2663157	2664851	-	1695	0	0
IABCJNHA_02671	manual_scaffold_1	2665044	2665856	+	813	4	2
IABCJNHA_02672	manual_scaffold_1	2665884	2666435	-	552	0	2
IABCJNHA_02673	manual_scaffold_1	2666527	2667648	+	1122	4	0
IABCJNHA_02674	manual_scaffold_1	2667663	2668127	-	465	484	130
IABCJNHA_02675	manual_scaffold_1	2668260	2668442	-	183	0	0
IABCJNHA_02676	manual_scaffold_1	2668530	2668685	-	156	0	1
IABCJNHA_02677	manual_scaffold_1	2668880	2669212	+	333	7	8
IABCJNHA_02678	manual_scaffold_1	2669255	2670610	-	1356	71	51
IABCJNHA_02679	manual_scaffold_1	2670628	2670750	-	123	17	18
IABCJNHA_02680	manual_scaffold_1	2671115	2671252	-	138	0	4
IABCJNHA_02681	manual_scaffold_1	2671335	2671847	-	513	133	636
IABCJNHA_02682	manual_scaffold_1	2671939	2672619	-	681	12	23
IABCJNHA_02683	manual_scaffold_1	2672616	2673980	-	1365	30	11
IABCJNHA_02684	manual_scaffold_1	2673984	2674670	-	687	19	14
IABCJNHA_02685	manual_scaffold_1	2674981	2675583	+	603	2	2
IABCJNHA_02686	manual_scaffold_1	2675585	2676184	+	600	3	3
IABCJNHA_02687	manual_scaffold_1	2676171	2677814	+	1644	10	7
IABCJNHA_02688	manual_scaffold_1	2677789	2678553	+	765	0	4
IABCJNHA_02689	manual_scaffold_1	2678584	2679417	-	834	430	189
IABCJNHA_02690	manual_scaffold_1	2679640	2680599	+	960	4	4
IABCJNHA_02691	manual_scaffold_1	2681015	2683303	+	2289	143	95
IABCJNHA_02692	manual_scaffold_1	2683476	2683946	+	471	0	6
IABCJNHA_02693	manual_scaffold_1	2683996	2684166	-	171	2	0
IABCJNHA_02694	manual_scaffold_1	2684193	2684603	-	411	2	0
IABCJNHA_02695	manual_scaffold_1	2684746	2685189	+	444	26	14
IABCJNHA_02696	manual_scaffold_1	2685220	2685645	-	426	30	25
IABCJNHA_02697	manual_scaffold_1	2685771	2687018	-	1248	189	36
IABCJNHA_02698	manual_scaffold_1	2687030	2688127	-	1098	87	23
IABCJNHA_02699	manual_scaffold_1	2688478	2689380	-	903	210	87
IABCJNHA_02700	manual_scaffold_1	2689451	2689768	-	318	5	7
IABCJNHA_02701	manual_scaffold_1	2689768	2690106	-	339	11	8
IABCJNHA_02702	manual_scaffold_1	2690328	2690846	-	519	21	7
IABCJNHA_02703	manual_scaffold_1	2690836	2691363	-	528	26	3
IABCJNHA_02704	manual_scaffold_1	2691455	2692186	-	732	0	2
IABCJNHA_02705	manual_scaffold_1	2692331	2692555	+	225	0	0
IABCJNHA_02706	manual_scaffold_1	2692632	2693831	-	1200	12	15
IABCJNHA_02707	manual_scaffold_1	2694070	2694630	-	561	188	92
IABCJNHA_02708	manual_scaffold_1	2694748	2695608	+	861	0	1
IABCJNHA_02709	manual_scaffold_1	2695698	2696747	+	1050	585	238
IABCJNHA_02710	manual_scaffold_1	2696790	2697779	-	990	25	16
IABCJNHA_02711	manual_scaffold_1	2697792	2698682	-	891	28	33
IABCJNHA_02712	manual_scaffold_1	2698679	2699779	-	1101	33	38
IABCJNHA_02713	manual_scaffold_1	2699776	2700717	-	942	18	14
IABCJNHA_02714	manual_scaffold_1	2700683	2700823	-	141	10	9
IABCJNHA_02715	manual_scaffold_1	2700823	2702454	-	1632	50	26
IABCJNHA_02716	manual_scaffold_1	2702475	2703482	-	1008	16	8
IABCJNHA_02717	manual_scaffold_1	2703487	2704458	-	972	21	11
IABCJNHA_02718	manual_scaffold_1	2704455	2705369	-	915	42	8
IABCJNHA_02719	manual_scaffold_1	2705398	2706222	-	825	49	10
IABCJNHA_02720	manual_scaffold_1	2706351	2707169	-	819	62	12
IABCJNHA_02721	manual_scaffold_1	2707335	2708687	+	1353	150	70
IABCJNHA_02722	manual_scaffold_1	2708845	2709021	+	177	112	28
IABCJNHA_02723	manual_scaffold_1	2709205	2710176	-	972	4	0
IABCJNHA_02724	manual_scaffold_1	2710188	2712338	-	2151	8	0
IABCJNHA_02725	manual_scaffold_1	2712346	2712492	-	147	0	0
IABCJNHA_02726	manual_scaffold_1	2712593	2713543	-	951	90	52
IABCJNHA_02727	manual_scaffold_1	2713932	2715248	+	1317	48	14
IABCJNHA_02728	manual_scaffold_1	2715524	2716141	+	618	292	64
IABCJNHA_02729	manual_scaffold_1	2716154	2717155	+	1002	142	51
IABCJNHA_02730	manual_scaffold_1	2717265	2718011	+	747	57	30
IABCJNHA_02731	manual_scaffold_1	2718011	2718181	+	171	41	23
IABCJNHA_02732	manual_scaffold_1	2718441	2719334	-	894	0	0
IABCJNHA_02733	manual_scaffold_1	2719347	2719610	-	264	0	2
IABCJNHA_02734	manual_scaffold_1	2719623	2719892	-	270	1	1
IABCJNHA_02735	manual_scaffold_1	2719945	2720784	-	840	3	0
IABCJNHA_02736	manual_scaffold_1	2720828	2720992	-	165	0	0
IABCJNHA_02737	manual_scaffold_1	2720989	2721318	-	330	0	0
IABCJNHA_02738	manual_scaffold_1	2721330	2723393	-	2064	10	6
IABCJNHA_02739	manual_scaffold_1	2723396	2723668	-	273	3	1
IABCJNHA_02740	manual_scaffold_1	2723665	2724243	-	579	3	1
IABCJNHA_02741	manual_scaffold_1	2724227	2725273	-	1047	2	0
IABCJNHA_02742	manual_scaffold_1	2725266	2725691	-	426	0	2
IABCJNHA_02743	manual_scaffold_1	2725748	2726014	-	267	1	0
IABCJNHA_02744	manual_scaffold_1	2726014	2726991	-	978	3	4
IABCJNHA_02745	manual_scaffold_1	2727007	2727666	-	660	5	0
IABCJNHA_02746	manual_scaffold_1	2727659	2731474	-	3816	30	8
IABCJNHA_02747	manual_scaffold_1	2731838	2732284	-	447	0	0
IABCJNHA_02748	manual_scaffold_1	2732376	2732819	-	444	0	2
IABCJNHA_02749	manual_scaffold_1	2732821	2734221	-	1401	2	0
IABCJNHA_02750	manual_scaffold_1	2734440	2734880	-	441	0	0
IABCJNHA_02751	manual_scaffold_1	2734893	2735378	-	486	0	0
IABCJNHA_02752	manual_scaffold_1	2735375	2735731	-	357	0	0
IABCJNHA_02753	manual_scaffold_1	2735728	2736111	-	384	0	0
IABCJNHA_02754	manual_scaffold_1	2736133	2737068	-	936	0	0
IABCJNHA_02755	manual_scaffold_1	2737094	2737921	-	828	0	0
IABCJNHA_02756	manual_scaffold_1	2737941	2739428	-	1488	6	2
IABCJNHA_02757	manual_scaffold_1	2739432	2740733	-	1302	2	0
IABCJNHA_02758	manual_scaffold_1	2740730	2741527	-	798	0	0
IABCJNHA_02759	manual_scaffold_1	2741643	2742152	-	510	0	0
IABCJNHA_02760	manual_scaffold_1	2742268	2742474	-	207	2	0
IABCJNHA_02761	manual_scaffold_1	2742471	2742821	-	351	3	0
IABCJNHA_02762	manual_scaffold_1	2742906	2743073	-	168	3	0
IABCJNHA_02763	manual_scaffold_1	2743073	2743708	-	636	0	0
IABCJNHA_02764	manual_scaffold_1	2743773	2744609	-	837	0	0
IABCJNHA_02765	manual_scaffold_1	2744596	2744775	-	180	0	0
IABCJNHA_02766	manual_scaffold_1	2744953	2745294	+	342	73	11
IABCJNHA_02767	manual_scaffold_1	2745457	2746053	+	597	7	4
IABCJNHA_02768	manual_scaffold_1	2746097	2746933	-	837	8	2
IABCJNHA_02769	manual_scaffold_1	2747010	2747612	-	603	4	0
IABCJNHA_02770	manual_scaffold_1	2747718	2748095	+	378	36	36
IABCJNHA_02771	manual_scaffold_1	2748135	2749088	-	954	0	0
IABCJNHA_02772	manual_scaffold_1	2749209	2749466	+	258	17	2
IABCJNHA_02773	manual_scaffold_1	2749497	2749631	-	135	3	5
IABCJNHA_02774	manual_scaffold_1	2749621	2750751	-	1131	199	122
IABCJNHA_02775	manual_scaffold_1	2750902	2752173	-	1272	366	168
IABCJNHA_02776	manual_scaffold_1	2752322	2752786	+	465	270	204
IABCJNHA_02777	manual_scaffold_1	2753011	2753775	+	765	2	2
IABCJNHA_02778	manual_scaffold_1	2753814	2755307	-	1494	2	10
IABCJNHA_02779	manual_scaffold_1	2755304	2756746	-	1443	4	6
IABCJNHA_02780	manual_scaffold_1	2756823	2757824	-	1002	77	20
IABCJNHA_02781	manual_scaffold_1	2757912	2759180	-	1269	2	0
IABCJNHA_02782	manual_scaffold_1	2759228	2760064	-	837	4	0
IABCJNHA_02783	manual_scaffold_1	2760061	2761140	-	1080	2	2
IABCJNHA_02784	manual_scaffold_1	2761165	2762184	-	1020	0	0
IABCJNHA_02785	manual_scaffold_1	2762190	2763203	-	1014	4	0
IABCJNHA_02786	manual_scaffold_1	2763308	2764687	-	1380	3	0
IABCJNHA_02787	manual_scaffold_1	2764755	2766164	-	1410	19	13
IABCJNHA_02788	manual_scaffold_1	2766374	2767552	-	1179	2782	1355
IABCJNHA_02789	manual_scaffold_1	2767592	2768014	-	423	1412	704
IABCJNHA_02790	manual_scaffold_1	2768403	2768900	-	498	2	0
IABCJNHA_02791	manual_scaffold_1	2769032	2770006	+	975	36	12
IABCJNHA_02792	manual_scaffold_1	2770126	2770878	+	753	10	3
IABCJNHA_02793	manual_scaffold_1	2770878	2771630	+	753	13	6
IABCJNHA_02794	manual_scaffold_1	2771676	2772488	-	813	108	41
IABCJNHA_02795	manual_scaffold_1	2772662	2772850	+	189	10	6
IABCJNHA_02796	manual_scaffold_1	2772891	2774069	-	1179	27	8
IABCJNHA_02797	manual_scaffold_1	2774092	2775282	-	1191	23	7
IABCJNHA_02798	manual_scaffold_1	2775673	2775951	+	279	10	6
IABCJNHA_02799	manual_scaffold_1	2775982	2776599	-	618	4	2
IABCJNHA_02800	manual_scaffold_1	2776687	2777328	-	642	14	2
IABCJNHA_02801	manual_scaffold_1	2777525	2778085	-	561	0	0
IABCJNHA_02802	manual_scaffold_1	2778078	2781035	-	2958	4	2
IABCJNHA_02803	manual_scaffold_1	2781181	2781756	+	576	2	0
IABCJNHA_02804	manual_scaffold_1	2781977	2782255	+	279	1	2
IABCJNHA_02805	manual_scaffold_1	2782264	2783163	-	900	0	0
IABCJNHA_02806	manual_scaffold_1	2783290	2783457	+	168	271	152
IABCJNHA_02807	manual_scaffold_1	2783582	2784055	+	474	31	16
IABCJNHA_02808	manual_scaffold_1	2784095	2785495	-	1401	120	18
IABCJNHA_02809	manual_scaffold_1	2785752	2786000	+	249	0	0
IABCJNHA_02810	manual_scaffold_1	2786150	2787112	+	963	54	2
IABCJNHA_02811	manual_scaffold_1	2787732	2788061	+	330	10	2
IABCJNHA_02812	manual_scaffold_1	2788227	2788421	+	195	16	8
IABCJNHA_02813	manual_scaffold_1	2788461	2788940	-	480	48	37
IABCJNHA_02814	manual_scaffold_1	2789169	2789564	+	396	7	1
IABCJNHA_02815	manual_scaffold_1	2789783	2790289	+	507	54	18
IABCJNHA_02816	manual_scaffold_1	2790335	2790748	-	414	162	120
IABCJNHA_02817	manual_scaffold_1	2790987	2791934	-	948	20	0
IABCJNHA_02818	manual_scaffold_1	2791949	2793901	-	1953	12	2
IABCJNHA_02819	manual_scaffold_1	2794049	2795995	-	1947	72	16
IABCJNHA_02820	manual_scaffold_1	2796546	2796893	+	348	23	16
IABCJNHA_02821	manual_scaffold_1	2797042	2797797	-	756	104	74
IABCJNHA_02822	manual_scaffold_1	2798034	2798315	-	282	58	26
IABCJNHA_02823	manual_scaffold_1	2798525	2799052	-	528	0	0
IABCJNHA_02824	manual_scaffold_1	2799213	2799497	-	285	196	52
IABCJNHA_02825	manual_scaffold_1	2799509	2800012	-	504	143	75
IABCJNHA_02826	manual_scaffold_1	2800278	2800739	-	462	6	16
IABCJNHA_02827	manual_scaffold_1	2800776	2800949	-	174	4	7
IABCJNHA_02828	manual_scaffold_1	2800965	2801096	-	132	5	2
IABCJNHA_02829	manual_scaffold_1	2801249	2801569	-	321	524	171
IABCJNHA_02830	manual_scaffold_1	2801695	2802924	+	1230	1763	919
IABCJNHA_02831	manual_scaffold_1	2802995	2803153	-	159	0	16
IABCJNHA_02833	manual_scaffold_1	2804010	2805200	+	1191	13	8
IABCJNHA_02834	manual_scaffold_1	2805270	2805815	+	546	43	30
IABCJNHA_02835	manual_scaffold_1	2805848	2807020	-	1173	76	79
IABCJNHA_02836	manual_scaffold_1	2807013	2808158	-	1146	129	116
IABCJNHA_02837	manual_scaffold_1	2808490	2809212	+	723	457	138
IABCJNHA_02838	manual_scaffold_1	2809249	2809764	+	516	319	126
IABCJNHA_02839	manual_scaffold_1	2809768	2810190	+	423	119	67
IABCJNHA_02840	manual_scaffold_1	2810263	2810517	-	255	6	5
IABCJNHA_02841	manual_scaffold_1	2810634	2812913	+	2280	104	94
IABCJNHA_02842	manual_scaffold_1	2812987	2813241	-	255	2	1
IABCJNHA_02843	manual_scaffold_1	2813374	2813523	-	150	0	1
IABCJNHA_02844	manual_scaffold_1	2813605	2813811	-	207	0	2
IABCJNHA_02845	manual_scaffold_1	2814093	2814449	-	357	0	3
IABCJNHA_02846	manual_scaffold_1	2814609	2814995	+	387	4	7
IABCJNHA_02847	manual_scaffold_1	2815036	2815353	+	318	11	11
IABCJNHA_02848	manual_scaffold_1	2815452	2815970	+	519	11	12
IABCJNHA_02849	manual_scaffold_1	2816122	2816610	+	489	0	0
IABCJNHA_02850	manual_scaffold_1	2816738	2817184	+	447	0	0
IABCJNHA_02851	manual_scaffold_1	2817278	2817955	-	678	15	31
IABCJNHA_02852	manual_scaffold_1	2818062	2818838	-	777	1591	269
IABCJNHA_02853	manual_scaffold_1	2818974	2819789	-	816	8	16
IABCJNHA_02854	manual_scaffold_1	2819808	2820818	-	1011	20	9
IABCJNHA_02855	manual_scaffold_1	2820815	2821579	-	765	6	12
IABCJNHA_02856	manual_scaffold_1	2821582	2821785	-	204	5	0
IABCJNHA_02857	manual_scaffold_1	2821782	2822891	-	1110	11	7
IABCJNHA_02858	manual_scaffold_1	2822875	2823492	-	618	2	7
IABCJNHA_02859	manual_scaffold_1	2823467	2824177	-	711	4	9
IABCJNHA_02860	manual_scaffold_1	2824426	2826270	-	1845	39	46
IABCJNHA_02861	manual_scaffold_1	2826505	2827239	+	735	4	6
IABCJNHA_02862	manual_scaffold_1	2827252	2828151	-	900	308	146
IABCJNHA_02863	manual_scaffold_1	2828166	2828966	-	801	132	79
IABCJNHA_02864	manual_scaffold_1	2828985	2829620	-	636	161	84
IABCJNHA_02865	manual_scaffold_1	2829649	2830017	-	369	102	60
IABCJNHA_02866	manual_scaffold_1	2830142	2830714	+	573	87	23
IABCJNHA_02867	manual_scaffold_1	2830729	2831463	+	735	281	64
IABCJNHA_02868	manual_scaffold_1	2831718	2832116	+	399	103	74
IABCJNHA_02869	manual_scaffold_1	2832113	2833012	+	900	208	154
IABCJNHA_02870	manual_scaffold_1	2833027	2833230	+	204	0	2
IABCJNHA_02871	manual_scaffold_1	2833326	2833493	+	168	0	0
IABCJNHA_02872	manual_scaffold_1	2833531	2835543	-	2013	1230	745
IABCJNHA_02873	manual_scaffold_1	2835590	2836741	-	1152	27	9
IABCJNHA_02874	manual_scaffold_1	2836902	2837558	-	657	318	179
IABCJNHA_02875	manual_scaffold_1	2837835	2838491	+	657	0	6
IABCJNHA_02876	manual_scaffold_1	2838534	2838929	-	396	442	258
IABCJNHA_02877	manual_scaffold_1	2839110	2839688	-	579	199	114
IABCJNHA_02878	manual_scaffold_1	2839852	2840961	-	1110	6	19
IABCJNHA_02879	manual_scaffold_1	2841176	2842093	-	918	724	342
IABCJNHA_02880	manual_scaffold_1	2842095	2843162	-	1068	980	397
IABCJNHA_02881	manual_scaffold_1	2843176	2844093	-	918	549	236
IABCJNHA_02882	manual_scaffold_1	2844097	2845032	-	936	713	195
IABCJNHA_02883	manual_scaffold_1	2845140	2846777	-	1638	9471	5290
IABCJNHA_02884	manual_scaffold_1	2847521	2848513	+	993	512	218
IABCJNHA_02885	manual_scaffold_1	2848548	2849300	-	753	20	25
IABCJNHA_02886	manual_scaffold_1	2849505	2850416	-	912	104	44
IABCJNHA_02887	manual_scaffold_1	2850433	2851383	-	951	138	66
IABCJNHA_02888	manual_scaffold_1	2851459	2853090	-	1632	800	479
IABCJNHA_02889	manual_scaffold_1	2853178	2854167	-	990	218	45
IABCJNHA_02890	manual_scaffold_1	2854164	2855150	-	987	152	4
IABCJNHA_02891	manual_scaffold_1	2855342	2856127	-	786	0	0
IABCJNHA_02892	manual_scaffold_1	2856203	2857444	-	1242	1386	193
IABCJNHA_02893	manual_scaffold_1	2857467	2858405	-	939	952	73
IABCJNHA_02894	manual_scaffold_1	2858576	2858809	+	234	2	4
IABCJNHA_02895	manual_scaffold_1	2858839	2859030	-	192	83	55
IABCJNHA_02896	manual_scaffold_1	2859045	2859998	-	954	328	160
IABCJNHA_02897	manual_scaffold_1	2860089	2860646	-	558	0	3
IABCJNHA_02898	manual_scaffold_1	2860728	2861462	-	735	10	5
IABCJNHA_02899	manual_scaffold_1	2861711	2861896	+	186	36	22
IABCJNHA_02900	manual_scaffold_1	2861942	2862121	-	180	0	0
IABCJNHA_02901	manual_scaffold_1	2862207	2863166	-	960	6	6
IABCJNHA_02902	manual_scaffold_1	2863154	2866246	-	3093	8	2
IABCJNHA_02903	manual_scaffold_1	2866239	2867300	-	1062	0	0
IABCJNHA_02904	manual_scaffold_1	2867371	2868528	-	1158	2	0
IABCJNHA_02905	manual_scaffold_1	2868525	2869301	-	777	0	0
IABCJNHA_02906	manual_scaffold_1	2869316	2870536	-	1221	4	0
IABCJNHA_02907	manual_scaffold_1	2870556	2871593	-	1038	8	4
IABCJNHA_02908	manual_scaffold_1	2871800	2872339	-	540	57	79
IABCJNHA_02909	manual_scaffold_1	2872339	2873769	-	1431	197	158
IABCJNHA_02910	manual_scaffold_1	2873830	2874000	-	171	10	18
IABCJNHA_02911	manual_scaffold_1	2874065	2874373	-	309	72	20
IABCJNHA_02912	manual_scaffold_1	2874437	2875204	-	768	82	21
IABCJNHA_02913	manual_scaffold_1	2875325	2876137	+	813	86	32
IABCJNHA_02914	manual_scaffold_1	2876445	2876591	+	147	7	8
