,Geneid,Chr,Start,End,Strand,Length,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238,pseudo_ref
1937,FGBKPADF_01947,manual_scaffold_1,1901297,1903222,+,1926,5706.04,14716.16,32218.51,34394.66,5955.52,16256.85,31587.76,34114.31,5452.25,18531.69,35607.30,35071.90,18653.92
1938,FGBKPADF_01948,manual_scaffold_1,1903263,1904027,-,765,943.83,1075.09,1013.88,911.63,997.27,911.37,1059.88,923.78,908.31,860.62,1022.74,887.82,938.33
1939,FGBKPADF_01949,manual_scaffold_1,1904029,1904856,-,828,1317.44,1290.92,1479.72,1434.46,1299.33,1271.97,1387.19,1224.42,1215.91,1133.64,1328.84,1357.84,1270.67
1940,FGBKPADF_01950,manual_scaffold_1,1905078,1906097,+,1020,1584.53,1346.91,1357.06,1303.39,1537.64,1375.00,1465.13,1206.20,1500.96,1432.95,1440.54,1250.32,1391.17
1941,FGBKPADF_01951,manual_scaffold_1,1906135,1907109,+,975,1186.64,1052.37,1063.47,787.92,1367.64,1121.97,1010.72,692.38,1205.44,978.48,1040.15,714.25,1041.75
1942,FGBKPADF_01952,manual_scaffold_1,1907111,1907701,+,591,606.24,486.83,495.85,225.33,642.83,474.24,414.84,266.02,612.78,479.91,501.94,270.34,476.75
1943,FGBKPADF_01953,manual_scaffold_1,1907746,1908738,+,993,957.14,817.07,781.62,505.15,956.28,813.64,772.13,475.56,946.96,814.83,770.32,511.49,784.25
1944,FGBKPADF_01954,manual_scaffold_1,1908850,1910355,+,1506,9687.34,6939.81,6173.33,5606.77,9150.72,6996.98,6729.75,7162.49,9463.94,6724.69,6224.93,4669.50,7275.92
1945,FGBKPADF_01955,manual_scaffold_1,1910686,1911270,+,585,1019.80,1207.35,1281.38,1518.41,1367.64,1164.40,1003.53,1076.83,1242.48,1308.31,1180.87,1405.46,1198.75
1946,FGBKPADF_01956,manual_scaffold_1,1911267,1912583,+,1317,1916.63,2100.69,2175.22,2351.99,1859.44,1787.12,1764.87,2047.99,1848.82,2181.65,2218.11,2522.14,1978.75
1947,FGBKPADF_01957,manual_scaffold_1,1912657,1913754,+,1098,40.73,80.33,105.69,61.86,53.13,81.82,100.71,89.28,38.65,94.96,91.39,133.63,74.58
1948,FGBKPADF_01958,manual_scaffold_1,1913758,1914264,+,507,18.01,24.34,30.01,33.87,18.97,30.30,39.57,34.62,13.69,42.39,50.77,59.90,29.75
1949,FGBKPADF_01959,manual_scaffold_1,1914600,1918181,+,3582,6502.61,5381.13,4328.25,2412.37,6240.13,5539.40,4088.45,2390.53,6139.12,5457.93,4356.44,2293.28,4891.83
1950,FGBKPADF_01960,manual_scaffold_1,1918246,1918503,+,258,1327.62,1194.36,961.69,1172.31,1289.46,1082.58,965.16,921.96,1223.96,1254.04,1089.47,1236.49,1141.17
1951,FGBKPADF_01961,manual_scaffold_1,1918578,1918724,+,147,1380.10,1297.41,1093.48,1357.88,1281.88,1174.24,998.73,1319.17,1416.41,1223.52,1045.95,1319.44,1224.92
1952,FGBKPADF_01962,manual_scaffold_1,1918825,1919715,+,891,1306.48,1605.74,1654.57,2207.66,1387.37,1531.82,1724.10,1951.42,1290.79,1914.56,1883.00,2669.60,1639.17
1953,FGBKPADF_01963,manual_scaffold_1,1919723,1919851,-,129,726.08,789.48,870.35,820.32,695.20,646.97,709.78,796.24,646.60,726.65,805.14,917.00,727.92
1954,FGBKPADF_01964,manual_scaffold_1,1919893,1920291,-,399,1052.70,1084.02,1182.21,1229.75,1007.13,953.79,984.34,978.44,948.57,1057.33,1141.70,1287.18,1034.58
1955,FGBKPADF_01965,manual_scaffold_1,1920291,1920899,-,609,545.15,521.72,584.58,695.14,511.54,438.64,517.95,593.99,490.39,585.90,623.80,812.55,544.08
1956,FGBKPADF_01966,manual_scaffold_1,1921063,1921743,+,681,1084.81,2357.90,3585.78,4086.89,1235.58,2475.76,3064.54,3613.13,1092.71,2644.60,3577.41,4113.46,2405.75
1957,FGBKPADF_01967,manual_scaffold_1,1921748,1921918,+,171,238.89,483.59,726.81,873.34,262.60,519.70,688.20,814.46,263.31,535.02,747.11,938.51,515.67
1958,FGBKPADF_01968,manual_scaffold_1,1921946,1922215,-,270,59.53,288.04,485.41,653.90,75.90,258.33,561.11,668.69,79.72,328.98,549.81,841.74,328.08
1959,FGBKPADF_01969,manual_scaffold_1,1922371,1922553,+,183,1778.78,1530.28,1662.40,2134.02,1692.47,1584.85,1427.96,2069.85,1590.34,1588.12,1478.26,2024.47,1642.83
1960,FGBKPADF_01970,manual_scaffold_1,1922605,1922805,-,201,9457.85,9421.85,13167.43,16505.14,9565.11,9009.86,11531.58,16187.12,9290.82,9237.02,13536.43,14842.54,10784.08
1961,FGBKPADF_01971,manual_scaffold_1,1923048,1924196,-,1149,6691.38,7050.97,7022.80,7101.61,6533.09,6537.89,6324.51,5846.97,6491.81,7576.83,6700.76,7472.73,6636.75
1962,FGBKPADF_01972,manual_scaffold_1,1924427,1924951,-,525,913.28,1154.61,1037.37,1008.84,957.04,980.30,936.39,783.48,907.50,1298.98,945.85,1196.56,993.75
1963,FGBKPADF_01973,manual_scaffold_1,1924985,1925332,-,348,487.19,577.71,459.31,490.43,561.63,568.94,504.76,357.12,498.44,702.91,468.57,526.85,520.08
1964,FGBKPADF_01974,manual_scaffold_1,1925675,1926157,+,483,1359.74,1195.99,1599.77,1189.98,1856.40,1634.09,1172.58,1042.21,1882.64,1577.94,1314.33,1024.52,1430.75
1965,FGBKPADF_01975,manual_scaffold_1,1926173,1926790,+,618,1675.39,1544.07,1965.13,1430.04,2131.90,1919.70,1551.45,1264.51,1975.24,1778.89,1775.65,1250.32,1703.25
1966,FGBKPADF_01976,manual_scaffold_1,1926850,1927983,+,1134,7086.93,7540.24,9455.08,9836.51,8245.29,7634.86,8580.94,10741.01,7793.88,7503.06,8843.43,8795.24,8050.83
1967,FGBKPADF_01977,manual_scaffold_1,1928272,1929948,+,1677,7527.90,3202.55,3324.80,2359.35,8307.52,3294.70,3252.77,2714.86,7060.31,3195.73,3371.41,2391.58,4468.67
1968,FGBKPADF_01978,manual_scaffold_1,1930055,1930489,+,435,2708.51,2798.48,3448.77,3659.79,2909.08,2861.37,3580.09,3966.61,2781.29,2977.82,3673.16,3648.04,3056.75
1969,FGBKPADF_01979,manual_scaffold_1,1930531,1931304,+,774,1188.99,1699.05,2848.53,3188.51,1183.97,1882.58,2969.82,3549.36,1170.81,1945.93,2943.46,3419.18,2036.17
1970,FGBKPADF_01980,manual_scaffold_1,1931564,1932175,+,612,3994.62,8849.01,16222.12,20659.77,4469.49,9254.56,16851.36,17954.52,4157.43,9995.89,18993.94,22577.93,10768.67
1971,FGBKPADF_01981,manual_scaffold_1,1932193,1932726,+,534,4100.36,7817.73,14065.18,17248.88,4363.99,8071.23,13966.67,16210.81,4328.95,8447.62,15156.86,18807.01,9361.83
1972,FGBKPADF_01982,manual_scaffold_1,1932810,1933604,+,795,1716.90,6708.56,14841.57,22340.18,1716.76,7395.47,15257.94,20226.62,1571.02,7976.19,15895.26,22974.22,9177.17
1973,FGBKPADF_01983,manual_scaffold_1,1933601,1934107,+,507,1210.92,4594.08,9192.80,13780.55,1382.82,4462.13,9080.91,12637.76,1194.17,4777.07,10075.07,13530.78,5725.25
1974,FGBKPADF_01984,manual_scaffold_1,1934108,1934728,+,621,1488.97,4873.20,9288.05,14072.15,1405.58,4779.55,10059.26,14248.46,1245.70,4971.23,10305.73,14202.02,6059.25
1975,FGBKPADF_01985,manual_scaffold_1,1934767,1935408,-,642,1528.92,931.47,1037.37,1353.46,1648.45,804.55,1015.52,1144.25,1323.81,906.40,1029.99,1416.21,1155.67
1976,FGBKPADF_01986,manual_scaffold_1,1935429,1936424,-,996,2321.58,1028.84,870.35,1391.75,2304.19,852.27,1190.57,1178.87,1824.67,1020.87,921.19,1499.15,1393.83
1977,FGBKPADF_01987,manual_scaffold_1,1936673,1937941,+,1269,6690.60,4296.30,4094.68,2779.08,7082.57,4249.25,3515.35,2488.93,6691.51,4985.65,4378.20,2929.19,4768.00
1978,FGBKPADF_01988,manual_scaffold_1,1938027,1938278,+,252,2387.37,2103.12,2399.65,2723.12,2371.73,2154.55,2405.11,2508.97,2356.93,2064.64,2534.36,2637.34,2292.17
1979,FGBKPADF_01989,manual_scaffold_1,1938426,1939007,+,582,1956.58,1935.16,2915.08,2930.78,2308.74,2284.85,2980.61,3288.81,2129.85,2376.66,3055.16,3119.65,2420.08
1980,FGBKPADF_01990,manual_scaffold_1,1939085,1939852,+,768,2158.66,2645.13,3172.14,3649.48,2219.94,2488.64,3558.51,3890.08,2170.92,2904.90,3494.72,3883.05,2774.75
1981,FGBKPADF_01991,manual_scaffold_1,1939862,1940425,+,564,1360.52,1987.09,2367.03,2599.41,1413.93,1843.94,2233.66,2481.64,1357.63,2045.98,2324.01,2534.43,1886.50
1982,FGBKPADF_01992,manual_scaffold_1,1940438,1940632,+,195,294.51,409.75,476.28,502.21,277.02,435.61,501.16,559.37,293.91,436.67,464.22,462.34,396.08
1983,FGBKPADF_01993,manual_scaffold_1,1940704,1942041,+,1338,592.93,1145.68,1479.72,1291.60,692.93,1177.27,1334.44,1120.56,587.82,1322.72,1296.92,1313.30,1034.50
1984,FGBKPADF_01994,manual_scaffold_1,1942091,1942516,-,426,2638.02,1836.98,1755.05,2586.15,2645.72,1618.18,1764.87,1869.43,2461.61,1975.61,2091.90,2403.87,2103.92
1985,FGBKPADF_01995,manual_scaffold_1,1942648,1943181,+,534,1325.27,1328.24,1978.18,3166.42,1553.58,1520.46,1926.73,3532.96,1492.91,1442.28,1956.99,3248.68,1801.17
1986,FGBKPADF_01996,manual_scaffold_1,1943182,1943613,+,432,1123.19,1254.41,2039.51,2787.92,1293.26,1311.37,1776.86,3039.19,1287.57,1395.64,1910.56,2643.49,1608.67
1987,FGBKPADF_01997,manual_scaffold_1,1943657,1944682,-,1026,466.04,513.61,595.02,708.39,393.90,703.79,706.19,878.23,611.98,507.04,684.73,791.05,585.75
1988,FGBKPADF_01998,manual_scaffold_1,1945052,1946200,+,1149,51.70,97.37,131.79,276.88,69.82,93.94,158.26,486.49,53.15,112.77,168.28,271.88,131.83
1989,FGBKPADF_01999,manual_scaffold_1,1946271,1947224,-,954,242.81,228.81,266.19,307.81,50.09,1150.00,1529.87,1752.82,1023.46,58.51,55.13,87.55,521.83
1990,FGBKPADF_02000,manual_scaffold_1,1947231,1947632,-,402,263.17,225.57,395.38,332.84,47.06,1068.94,1339.24,1636.20,970.31,40.70,33.37,43.01,494.58
1991,FGBKPADF_02001,manual_scaffold_1,1947837,1948142,+,306,13.32,30.83,54.80,60.38,6.83,187.88,226.60,296.99,176.35,11.87,15.96,21.50,83.75
1992,FGBKPADF_02002,manual_scaffold_1,1948207,1949487,+,1281,1222.67,996.39,533.69,739.32,1176.38,932.58,537.13,668.69,1133.77,1028.50,512.10,907.79,905.08
1993,FGBKPADF_02003,manual_scaffold_1,1949516,1950295,+,780,972.02,834.11,429.30,643.59,1154.37,803.03,418.44,606.74,1094.32,831.79,497.59,662.02,784.33
1994,FGBKPADF_02004,manual_scaffold_1,1950375,1950488,+,114,159.78,114.41,78.29,103.09,162.42,165.91,93.52,116.61,179.57,127.18,73.99,129.03,129.83
1995,FGBKPADF_02005,manual_scaffold_1,1950482,1950637,+,156,24.28,19.47,9.13,14.73,18.97,28.03,20.38,32.80,28.99,19.50,7.25,18.43,20.42
1996,FGBKPADF_02006,manual_scaffold_1,1950618,1951952,+,1335,11.75,5.68,6.52,2.95,6.83,23.48,17.98,40.09,24.96,6.78,5.80,6.14,12.75
1997,FGBKPADF_02008,manual_scaffold_1,1952633,1953286,+,654,15.67,8.11,7.83,5.89,6.83,18.94,16.79,18.22,16.10,8.48,2.90,12.29,11.50
1998,FGBKPADF_02009,manual_scaffold_1,1953301,1954605,+,1305,32.11,25.96,28.71,11.78,37.95,48.48,57.55,54.66,58.78,23.74,24.66,23.04,35.67
1999,FGBKPADF_02010,manual_scaffold_1,1954583,1955410,+,828,21.15,33.27,15.66,19.15,27.32,68.18,40.76,54.66,62.00,41.55,24.66,19.97,36.58
2000,FGBKPADF_02011,manual_scaffold_1,1955439,1956854,+,1416,54.83,55.99,53.50,32.40,81.21,168.18,141.48,118.43,169.90,80.55,69.63,30.72,90.67
2001,FGBKPADF_02012,manual_scaffold_1,1956851,1957129,+,279,23.50,7.30,16.96,14.73,19.73,50.76,23.98,32.80,35.43,16.96,18.86,7.68,22.92
2002,FGBKPADF_02013,manual_scaffold_1,1957216,1957440,+,225,401.81,394.33,341.88,338.73,450.06,382.58,275.76,291.53,434.02,351.03,282.89,267.27,358.42
2003,FGBKPADF_02014,manual_scaffold_1,1957591,1958271,+,681,43.08,62.48,60.02,50.07,47.81,84.85,75.53,103.86,82.94,76.31,23.21,66.05,63.25
2004,FGBKPADF_02015,manual_scaffold_1,1958268,1958411,-,144,1.57,4.06,0.00,4.42,0.76,2.27,3.60,1.82,3.22,5.94,0.00,6.14,2.75
2005,FGBKPADF_02016,manual_scaffold_1,1958530,1958706,+,177,25.06,30.83,36.54,27.98,31.88,38.64,52.75,80.17,52.34,43.24,23.21,39.94,38.00
2006,FGBKPADF_02017,manual_scaffold_1,1958784,1959395,+,612,331.32,324.56,433.22,371.13,309.65,415.15,424.43,322.50,269.75,420.56,384.43,339.46,350.92
2007,FGBKPADF_02018,manual_scaffold_1,1959456,1959770,+,315,392.41,438.96,431.91,312.22,355.95,377.27,419.64,322.50,396.18,443.45,455.52,388.61,388.42
2008,FGBKPADF_02019,manual_scaffold_1,1959810,1959935,-,126,15.67,17.04,15.66,19.15,8.35,22.73,21.58,43.73,30.60,17.81,5.80,13.82,18.42
2009,FGBKPADF_02020,manual_scaffold_1,1960137,1960838,+,702,4756.73,3582.28,4234.30,3611.19,4595.47,4000.76,4559.64,3917.42,4570.52,3985.13,4281.00,3122.72,4069.50
2010,FGBKPADF_02021,manual_scaffold_1,1960921,1961742,+,822,3700.90,3981.49,5832.76,7083.94,3771.25,4559.86,5243.04,7197.11,3695.23,4542.20,5634.50,6134.86,4670.58
2011,FGBKPADF_02022,manual_scaffold_1,1961813,1962064,-,252,36.03,49.49,40.45,36.82,31.88,80.30,77.93,56.48,67.64,50.87,33.37,30.72,49.50
2012,FGBKPADF_02023,manual_scaffold_1,1962152,1962853,-,702,53.26,49.49,46.98,54.49,47.06,71.21,98.31,49.20,49.92,46.63,43.52,35.33,53.08
2013,FGBKPADF_02024,manual_scaffold_1,1963006,1964406,+,1401,7675.94,7085.86,8355.07,8505.15,7869.61,7128.80,6802.89,7769.24,7585.33,7620.92,8270.41,8686.18,7516.00
2014,FGBKPADF_02025,manual_scaffold_1,1964441,1965931,-,1491,5876.79,2756.29,2090.40,1017.67,6067.09,2221.97,1764.87,909.20,5587.53,2454.67,2135.42,1049.10,3173.33
2015,FGBKPADF_02026,manual_scaffold_1,1965931,1966131,-,201,589.79,217.45,114.83,82.47,676.23,178.79,137.88,69.24,553.20,199.26,179.89,67.58,294.58
2016,FGBKPADF_02027,manual_scaffold_1,1966315,1967226,+,912,247.51,232.87,345.79,486.01,324.83,311.36,294.94,513.82,293.11,244.20,343.81,339.46,306.25
2017,FGBKPADF_02028,manual_scaffold_1,1967242,1967844,+,603,313.30,317.25,405.81,515.46,305.86,346.97,431.62,604.92,362.36,300.16,348.17,499.21,364.50
2018,FGBKPADF_02029,manual_scaffold_1,1967887,1968495,-,609,2992.83,3344.54,5218.17,4864.50,2728.44,3187.13,4856.98,4427.59,2918.98,3253.39,5004.90,4400.69,3608.75
2019,FGBKPADF_02030,manual_scaffold_1,1968625,1968963,+,339,716.68,743.23,801.19,1022.09,724.04,717.43,740.96,976.62,673.18,732.59,783.38,1001.48,757.17
2020,FGBKPADF_02031,manual_scaffold_1,1969370,1969759,-,390,622.69,279.93,212.69,98.67,717.21,378.03,229.00,196.78,678.01,317.11,190.04,133.63,378.92
2021,FGBKPADF_02032,manual_scaffold_1,1970124,1971458,+,1335,643.06,171.20,112.22,76.58,632.21,214.39,119.90,69.24,695.72,152.62,123.31,78.34,300.33
2022,FGBKPADF_02033,manual_scaffold_1,1971543,1971779,+,237,57.18,17.85,16.96,10.31,56.16,34.85,37.17,25.51,70.86,15.26,23.21,9.22,34.00
2023,FGBKPADF_02034,manual_scaffold_1,1971814,1972287,-,474,6.27,4.87,13.05,5.89,6.07,34.85,52.75,51.02,38.65,5.94,17.41,6.14,18.75
2024,FGBKPADF_02035,manual_scaffold_1,1972386,1973282,+,897,1395.77,1832.12,2429.67,2279.82,1416.97,1713.64,2363.15,2565.45,1476.00,1749.22,2284.84,2328.60,1828.75
2025,FGBKPADF_02036,manual_scaffold_1,1973358,1973636,+,279,1261.83,1402.89,2331.80,2245.95,1501.21,1561.37,2062.21,2018.84,1495.32,1455.00,2155.73,2274.84,1671.58
2026,FGBKPADF_02037,manual_scaffold_1,1973633,1973983,+,351,1370.70,1292.54,2052.56,2254.78,1336.52,1478.03,1775.66,2201.04,1334.28,1424.47,1864.14,1913.88,1559.67
2027,FGBKPADF_02038,manual_scaffold_1,1974002,1974667,+,666,5092.75,5146.64,7659.58,8240.05,4800.39,5283.34,7095.44,9115.73,4850.74,4954.28,7295.54,7391.32,5853.17
2028,FGBKPADF_02039,manual_scaffold_1,1974693,1975541,-,849,1294.73,1603.30,1166.55,826.21,1323.62,1290.15,935.19,623.14,1266.64,1415.14,987.92,697.35,1169.17
2029,FGBKPADF_02040,manual_scaffold_1,1975557,1976915,-,1359,1575.92,1741.24,1358.37,970.54,1520.19,1423.49,992.74,765.26,1438.96,1719.54,1205.53,963.08,1355.08
2030,FGBKPADF_02041,manual_scaffold_1,1976991,1977101,-,111,12.53,16.23,23.49,5.89,7.59,4.55,13.19,3.64,15.30,7.63,15.96,6.14,10.83
2031,FGBKPADF_02042,manual_scaffold_1,1977190,1977804,+,615,36.03,165.52,392.77,397.64,14.42,183.33,455.60,475.56,20.94,163.64,462.77,408.58,210.58
2032,FGBKPADF_02043,manual_scaffold_1,1978040,1979257,+,1218,1038.60,1135.94,1537.14,2085.42,1136.91,1163.64,1556.25,1951.42,1141.02,1131.10,1550.79,1883.16,1314.08
2033,FGBKPADF_02044,manual_scaffold_1,1979639,1980883,+,1245,7859.22,6752.38,7329.45,5324.00,8113.23,6450.77,7310.05,4731.87,7464.54,6812.87,6945.93,4575.80,6713.25
2034,FGBKPADF_02045,manual_scaffold_1,1980976,1981566,+,591,469.96,644.24,833.81,761.41,582.12,655.30,743.35,703.31,541.92,658.82,806.59,668.17,635.75
2035,FGBKPADF_02046,manual_scaffold_1,1981654,1982544,+,891,1454.51,1785.87,1876.40,2294.55,1430.63,1653.03,1870.38,2139.09,1429.29,1803.48,1669.75,2336.28,1702.42
2036,FGBKPADF_02047,manual_scaffold_1,1982555,1984471,+,1917,5906.55,6572.25,7091.96,7923.41,5510.77,6296.98,7094.24,8102.67,5421.66,6439.80,6912.56,7838.30,6382.42
2037,FGBKPADF_02048,manual_scaffold_1,1984700,1987534,+,2835,119990.54,107003.53,131455.06,111602.25,117575.05,108070.64,129296.87,108543.38,119472.10,109850.46,138345.48,105197.27,114029.25
2038,FGBKPADF_02049,manual_scaffold_1,1987550,1988803,+,1254,57459.86,53412.11,68183.29,57849.72,56826.77,53785.70,63609.54,55625.48,57818.38,53920.47,71741.19,54281.34,56697.00
2039,FGBKPADF_02050,manual_scaffold_1,1988853,1989818,-,966,659.50,154.16,176.16,170.84,699.00,177.27,169.05,196.78,411.48,195.86,236.46,241.15,312.42
2040,FGBKPADF_02051,manual_scaffold_1,1990037,1991374,+,1338,1466.26,2190.75,3109.50,2935.20,1500.45,2063.64,3132.88,2357.74,1103.17,2497.06,3486.02,3095.08,2190.75
2041,FGBKPADF_02052,manual_scaffold_1,1991407,1992252,-,846,31.33,111.16,153.97,131.07,34.91,160.61,272.16,229.58,85.36,130.58,171.18,244.23,127.67
2042,FGBKPADF_02053,manual_scaffold_1,1992242,1994140,-,1899,202.86,508.74,648.52,612.67,233.76,590.91,776.93,575.77,243.99,526.55,574.48,755.72,471.92
2043,FGBKPADF_02054,manual_scaffold_1,1994241,1995728,-,1488,9295.72,7452.61,5952.81,4472.75,10364.29,7073.50,6064.33,4223.52,10031.63,6883.25,5348.71,4256.31,7171.25
2044,FGBKPADF_02055,manual_scaffold_1,1995958,1996161,+,204,748.01,536.33,574.14,705.45,702.03,500.00,499.97,542.97,711.02,635.08,535.31,606.73,602.58
2045,FGBKPADF_02056,manual_scaffold_1,1996518,1996862,+,345,1884.52,1755.03,1020.41,729.01,1938.37,1527.28,948.38,617.68,1427.68,1632.21,1441.99,695.82,1390.92
2046,FGBKPADF_02057,manual_scaffold_1,1996948,1997181,-,234,9.40,22.72,23.49,20.62,8.35,67.42,40.76,71.06,35.43,28.83,11.61,10.75,28.17
2047,FGBKPADF_02058,manual_scaffold_1,1997186,1997449,-,264,33.68,51.93,45.67,35.35,35.67,119.70,99.51,116.61,96.63,50.03,34.82,41.47,62.33
2048,FGBKPADF_02059,manual_scaffold_1,1997516,1997992,+,477,585.88,788.67,484.11,443.30,646.63,868.94,453.21,400.85,408.25,903.01,533.86,448.52,601.75
2049,FGBKPADF_02060,manual_scaffold_1,1997979,1998206,-,228,10.18,18.66,19.57,13.25,16.70,25.00,33.57,18.22,10.47,29.68,4.35,12.29,17.67
2050,FGBKPADF_02061,manual_scaffold_1,1998284,1998616,+,333,443.32,715.64,439.74,357.88,452.34,765.91,453.21,368.05,295.52,745.30,406.19,450.05,502.83
2051,FGBKPADF_02062,manual_scaffold_1,1998691,1999182,+,492,647.76,1145.68,664.18,621.50,742.26,1240.91,691.80,590.35,530.65,1198.93,757.26,725.00,812.83
2052,FGBKPADF_02063,manual_scaffold_1,1999333,1999959,+,627,3338.25,3285.31,3739.75,3353.46,3362.93,3178.79,3262.37,2682.06,3152.50,3302.57,3694.92,2958.37,3213.08
2053,FGBKPADF_02064,manual_scaffold_1,2000523,2002298,+,1776,1259.48,1287.67,1255.28,2531.66,1414.69,1306.06,1479.51,2827.83,1231.21,1509.26,1531.93,2694.18,1530.75
2054,FGBKPADF_02065,manual_scaffold_1,2002546,2003409,+,864,8945.60,19991.00,22007.91,59396.11,9730.56,17687.15,17804.53,55629.12,8130.47,22164.94,23736.26,62718.69,22353.00
2055,FGBKPADF_02066,manual_scaffold_1,2004004,2004603,-,600,500.50,1168.40,1628.48,1463.92,522.92,1345.46,1947.11,1565.14,574.94,1385.47,1730.68,1767.96,1163.42
2056,FGBKPADF_02067,manual_scaffold_1,2004622,2005734,-,1113,509.90,1366.38,1751.13,1746.68,455.37,1381.06,2414.70,1650.78,422.75,1705.97,2145.58,1892.37,1287.83
2057,FGBKPADF_02068,manual_scaffold_1,2005854,2006912,-,1059,3822.30,5493.91,5911.05,6764.35,4055.10,5282.58,7343.62,5834.22,3413.40,6162.53,6452.69,6435.92,5213.50
2058,FGBKPADF_02069,manual_scaffold_1,2007074,2008051,-,978,2266.75,2458.51,1849.00,2374.08,2269.28,1858.34,1522.68,1587.01,2071.07,2436.02,1735.03,2511.39,2067.75
2059,FGBKPADF_02070,manual_scaffold_1,2008115,2008612,-,498,119.06,235.30,167.02,166.42,138.89,196.21,155.86,134.83,177.96,284.89,204.55,208.90,180.25
2060,FGBKPADF_02071,manual_scaffold_1,2008783,2009565,+,783,108.09,129.01,164.41,316.64,144.20,148.49,113.90,295.17,118.37,212.82,149.42,362.50,168.17
2061,FGBKPADF_02072,manual_scaffold_1,2009702,2010238,+,537,3069.59,1988.71,1317.92,1497.79,3304.49,1667.43,1099.44,1131.50,3158.14,1426.17,1302.72,1486.87,1996.67
2062,FGBKPADF_02073,manual_scaffold_1,2010328,2011005,-,678,5016.77,6841.63,7273.34,9381.43,5167.73,6473.50,7154.18,8476.19,4998.10,7464.91,7652.41,9464.94,6600.17
2063,FGBKPADF_02074,manual_scaffold_1,2011199,2011522,+,324,656.37,734.31,790.75,961.71,653.46,683.33,706.19,814.46,595.07,634.23,792.08,864.78,699.75
2064,FGBKPADF_02075,manual_scaffold_1,2011549,2012094,-,546,12.53,16.23,16.96,44.18,3.04,79.55,93.52,52.84,70.06,16.11,21.76,27.65,36.17
2065,FGBKPADF_02076,manual_scaffold_1,2012300,2013241,+,942,485.62,484.40,587.19,549.34,532.03,521.21,581.49,563.01,464.62,624.05,681.83,680.46,537.42
2066,FGBKPADF_02077,manual_scaffold_1,2013295,2013777,+,483,115.92,182.56,186.60,114.87,77.41,184.85,176.25,60.13,86.16,169.58,158.13,79.87,132.33
2067,FGBKPADF_02078,manual_scaffold_1,2013854,2014555,+,702,358.73,381.35,388.85,322.53,407.56,368.18,383.67,286.06,372.02,391.73,319.15,291.84,356.58
2068,FGBKPADF_02079,manual_scaffold_1,2014561,2015136,+,576,296.07,252.34,272.72,195.88,324.07,239.39,302.14,194.96,314.04,254.37,295.94,196.61,262.92
2069,FGBKPADF_02080,manual_scaffold_1,2015214,2015957,+,744,1772.51,1243.05,1389.68,812.96,2250.30,1336.37,1020.31,648.65,1922.90,1304.92,1399.92,835.59,1398.67
2070,FGBKPADF_02081,manual_scaffold_1,2015978,2016697,+,720,1611.95,934.72,1028.24,628.87,1720.55,1018.18,1033.50,517.46,1538.81,1060.72,1101.08,640.52,1126.67
2071,FGBKPADF_02082,manual_scaffold_1,2016762,2017094,+,333,1107.53,650.73,687.67,441.83,1044.32,655.30,698.99,380.81,1005.74,603.70,651.36,403.97,729.08
2072,FGBKPADF_02083,manual_scaffold_1,2017682,2020102,-,2421,4892.23,2985.91,2792.42,1390.28,5814.36,2869.70,2438.68,1147.89,5236.45,2848.09,2451.67,1078.28,3281.42
2073,FGBKPADF_02084,manual_scaffold_1,2020529,2021965,-,1437,57.18,58.42,54.80,48.60,47.06,51.52,28.78,40.09,53.95,69.53,30.46,62.98,50.58
2074,FGBKPADF_02085,manual_scaffold_1,2022087,2022650,+,564,832.60,742.42,726.81,746.69,890.25,625.00,546.73,659.58,739.21,701.21,651.36,642.06,705.83
2075,FGBKPADF_02086,manual_scaffold_1,2022752,2024554,+,1803,3437.72,2611.86,3815.44,4010.31,3580.75,2882.58,3545.32,3257.83,3212.89,3278.83,3725.38,3714.09,3280.50
2076,FGBKPADF_02087,manual_scaffold_1,2024564,2025022,+,459,1178.02,1053.18,1344.01,1528.72,1263.66,1040.15,1191.76,1361.07,1175.64,1193.84,1357.85,1348.62,1194.25
2077,FGBKPADF_02088,manual_scaffold_1,2025222,2026064,+,843,5553.30,5848.49,4805.83,3409.42,5888.73,6027.28,3913.40,2534.48,4803.23,5991.26,4620.46,3096.61,4908.17
2078,FGBKPADF_02089,manual_scaffold_1,2027279,2030884,+,3606,15338.56,15531.61,18762.70,18259.19,15270.94,15118.21,16229.10,12615.90,13465.16,17376.00,19288.43,17870.03,15682.00
2079,FGBKPADF_02090,manual_scaffold_1,2030931,2031242,-,312,227.15,163.09,187.90,114.87,263.36,175.76,80.33,54.66,236.74,175.52,134.91,115.20,171.50
